"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"CC","GO:0043197","dendritic spine","3/31","171/19894",0.0175438596491228,11.2586304470855,5.3224246279293,0.00235014781455919,0.0798905340003277,0.063610546639937,"321/575/23237",3
"CC","GO:0044309","neuron spine","3/31","173/19894",0.0173410404624277,11.1284728696625,5.2858048010381,0.00242896714945976,0.0798905340003277,0.063610546639937,"321/575/23237",3
"CC","GO:0005912","adherens junction","3/31","188/19894",0.0159574468085106,10.2405628002745,5.02905835769871,0.00307271284616645,0.0798905340003277,0.063610546639937,"3655/5819/4356",3
