"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENST00000409800.5",130.42171715536,25.2790729299206,2.98061374028308,8.48116365709289,2.22952749203843e-17,4.13853000444871e-14
"ENST00000676757.1",142.703784848539,25.28231662098,2.98059550461168,8.4823038154162,2.20778164894323e-17,4.13853000444871e-14
"ENST00000267219.12",124.026405299781,25.2565729422358,2.98062431134865,8.47358482787381,2.3795441785424e-17,4.33812149678445e-14
"ENST00000575014.5",106.421356149796,25.0424797247022,2.96080566843821,8.45799506251007,2.72013632205363e-17,4.87205048293721e-14
"ENST00000420410.6",117.366228870485,25.1794520882609,2.98063776906752,8.44767262549257,2.97167276100018e-17,5.23081012394468e-14
"ENST00000696070.1",98.2805996530937,24.9229337030875,2.95263058669261,8.4409251246716,3.1483578587273e-17,5.35708831451744e-14
"ENST00000521156.6",115.61028462732,25.163159661483,2.98064033264981,8.44219927706366,3.11421836280011e-17,5.35708831451744e-14
"ENST00000617047.1",115.252356797553,25.1510353739266,2.98064169899323,8.4381277301535,3.22461136673242e-17,5.37443997431777e-14
"ENST00000340083.6",14.6922676244691,-22.3225466294201,2.64588166324304,-8.43671390883726,3.26384060031248e-17,5.37443997431777e-14
"ENST00000547587.5",84.2716417608678,24.7082914747242,2.93667955269973,8.41368321988333,3.97332860932841e-17,6.43887361447881e-14
"ENST00000641795.1",85.6773755774406,24.7264176577064,2.9399100860544,8.41060336334685,4.07906915787311e-17,6.50694386773031e-14
"ENST00000395048.6",106.028379589362,25.0358931888329,2.98066250161994,8.39943910966985,4.48616267589051e-17,7.04624317030292e-14
"ENST00000409780.5",100.034321872566,24.9492326186411,2.98067829425603,8.37032049608305,5.74617325463294e-17,8.7558815833618e-14
"ENST00000541150.5",102.603477958606,24.9500910594706,2.98067129240254,8.37062816120186,5.73118912085276e-17,8.7558815833618e-14
"ENST00000277537.10",76.8831612111954,24.5868754053654,2.93842278269225,8.36737162200951,5.89176573517947e-17,8.83703044675604e-14
"ENST00000270301.12",58.760098806124,24.1874233716084,2.89123822112892,8.36576633320934,5.97254562826214e-17,8.83703044675604e-14
"ENST00000671800.1",153.086341311614,24.9255342627005,2.98058230554551,8.36263914481588,6.13305846541004e-17,8.94489054155868e-14
"ENST00000397601.5",97.1384735384747,24.9140598158452,2.98068681575699,8.35849633183213,6.3522690995106e-17,9.13411562220192e-14
"ENST00000016946.8",146.506599008801,24.9003984541125,2.9805904840746,8.35418303425318,6.58871155107739e-17,9.34251844977978e-14
"ENST00000503393.8",99.9457716565687,24.8709247047597,2.98067896782718,8.3440467669317,7.17905787325273e-17,1.00401582938903e-13
"ENST00000336906.6",49.0786867106726,-23.9580862015055,2.8775045190991,-8.32599429209805,8.36238339077573e-17,1.15370379393847e-13
"ENST00000673436.1",48.1116037027224,23.914869504726,2.88127490385566,8.30009988728382,1.04023897161219e-16,1.41601489771737e-13
"ENST00000479584.2",95.1656723669587,24.7120914598622,2.98069270680105,8.29072094667008,1.12564088409248e-16,1.5121059839428e-13
"ENST00000679643.1",83.0997854752663,24.6957770086046,2.98073503261362,8.28512992211536,1.17980219588471e-16,1.56427981278517e-13
"ENST00000618940.4",217.873109966677,24.6879540221246,2.98052825587807,8.28308001222135,1.20029718166953e-16,1.57105051497676e-13
"ENST00000394357.6",38.4585454361907,23.6139068952618,2.85252881164941,8.27823606858071,1.25013213409027e-16,1.61556632867947e-13
"ENST00000683535.1",81.302336751213,24.6471101237782,2.98074238761371,8.26878237656422,1.35334042883344e-16,1.72708230501115e-13
"ENST00000608756.6",33.3752274514799,23.4164228062944,2.83707678792897,8.25371484688933,1.53545462686461e-16,1.87282676583646e-13
"ENST00000513307.1",27.5068114376829,23.1444079608748,2.80412511011935,8.25370019238895,1.53564300922084e-16,1.87282676583646e-13
"ENST00000529032.5",77.6751944671274,24.5981303491796,2.98075866314298,8.2523052447469,1.55367965422991e-16,1.87282676583646e-13
"ENST00000541810.5",85.2391481449279,-24.7019246566974,2.99308758542913,-8.25299091712203,1.544787974983e-16,1.87282676583646e-13
"ENST00000643995.1",81.5680273853815,24.5967105673379,2.98074153833329,8.25187633715179,1.55926728665138e-16,1.87282676583646e-13
"ENST00000649724.2",76.9871538460939,24.5874630161933,2.9807618236537,8.24871776774669,1.60103052522848e-16,1.90062801642036e-13
"ENST00000648395.1",76.6960750822593,24.5800337154507,2.98076245833712,8.24622359514121,1.63478652726968e-16,1.91839380377637e-13
"ENST00000447742.6",31.3238390099778,23.2364384742525,2.8206091461872,8.23809229494368,1.74978186251078e-16,2.03000545101492e-13
"ENST00000652288.1",112.442183676414,24.5308118906652,2.98064723548788,8.2300285651381,1.87168804243985e-16,2.14703648670575e-13
"ENST00000703586.1",73.2680586571942,24.5215717376678,2.98077969987158,8.22656291530846,1.92661906588866e-16,2.18549244770856e-13
"ENST00000440482.2",29.9657837731447,23.2661262600513,2.82897561250435,8.22422298630386,1.96460292592111e-16,2.20409018149521e-13
"ENST00000526568.5",28.326628966604,23.1910340179753,2.82047462161496,8.2223870550895,1.99492144106689e-16,2.21377733350916e-13
"ENST00000434582.5",72.6140976104482,24.4961659700896,2.98078307408426,8.2180304172638,2.06872504531909e-16,2.24765431191738e-13
"ENST00000677951.1",78.2416372965916,-24.5973253680841,2.99310847805849,-8.21798660102001,2.06948081964713e-16,2.24765431191738e-13
"ENST00000359761.7",70.2219221436445,24.4536902823656,2.98079554531199,8.2037462518437,2.33009653231996e-16,2.50406889762254e-13
"ENST00000695394.1",48.3223035074623,23.9392715808897,2.924165390407,8.18670231835199,2.68481151722469e-16,2.85521314820855e-13
"ENST00000698092.1",62.1245352378028,24.2893996699356,2.98084715438407,8.14848880601345,3.68500153274322e-16,3.80012991396317e-13
"ENST00000371581.9",62.0977709426142,24.2898025687394,2.9808481486691,8.14862125049354,3.68096855934736e-16,3.80012991396317e-13
"ENST00000646462.1",62.3929140779649,24.2902766747849,2.98084529621811,8.14878809900088,3.67589416461605e-16,3.80012991396317e-13
"ENST00000673038.1",67.1238305155435,24.2699604015685,2.98081459911731,8.14205633881269,3.88620331906325e-16,3.96754155453124e-13
"ENST00000409824.5",60.2174793263377,24.228714412115,2.98086097326881,8.1280927320625,4.3609755558251e-16,4.40816908337478e-13
"ENST00000677851.1",38.587121088953,23.6201236276565,2.90710373817746,8.1249675811241,4.47482000002374e-16,4.45890349593343e-13
"ENST00000250373.9",64.002713320567,-24.3174636973492,2.99316655605598,-8.12432694336651,4.49851664738173e-16,4.45890349593343e-13
"ENST00000540387.5",94.8962195453875,24.1844493670553,2.98069309304801,8.11369993893758,4.91012994556596e-16,4.82009515896794e-13
"ENST00000678122.1",58.055064249799,24.1788630922553,2.98087953756932,8.1113184171043,5.00734470821418e-16,4.86871279329248e-13
"ENST00000474431.5",65.6716819439433,24.1699286212506,2.98081763588615,8.1084895400068,5.12528757283704e-16,4.91773376646411e-13
"ENST00000630151.3",88.6786737563758,24.1670594457934,2.98071424148306,8.10780822577916,5.15409982086588e-16,4.91773376646411e-13
"ENST00000529750.5",22.6132784487183,22.8585663590156,2.82232943812797,8.09918432986954,5.53288964533684e-16,5.23027132001272e-13
"ENST00000584350.1",85.9039746721489,24.1379039226491,2.98072114704054,8.0980080765404,5.58663610884034e-16,5.23262789229208e-13
"ENST00000699142.1",59.8642210365975,-24.231583107692,2.99318877471697,-8.09557463009773,5.69946579685961e-16,5.28977783271626e-13
"ENST00000681618.1",54.9962982173033,24.1197082757112,2.98090606777596,8.09140165013881,5.89820078106016e-16,5.42491002108806e-13
"ENST00000704343.1",54.3679714978432,24.1035859724717,2.98091177700193,8.08597763893369,6.1667501170905e-16,5.6212680330725e-13
"ENST00000393230.6",56.0300385140541,24.0869490108625,2.98089623042813,8.08043861607457,6.45342354077618e-16,5.77938043463564e-13
"ENST00000707108.1",54.0235060397123,24.0887559342302,2.98091350652938,8.08099794961051,6.42388908211989e-16,5.77938043463564e-13
