"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENST00000554222.5",57.4949393939256,24.0699384606487,2.98088268211807,8.07476879416997,6.76046202301143e-16,6.0017030375244e-13
"ENST00000637937.1",114.161130151558,24.0535142224046,2.98064280685885,8.0699083322075,7.03509672002348e-16,6.19167352963239e-13
"ENST00000650084.1",55.5714507756145,-24.1200733069485,2.99321515398486,-8.05824909540415,7.73949838965236e-16,6.75340691533999e-13
"ENST00000565250.1",50.6277845954799,23.9937118241128,2.98094780711245,8.04902110894545,8.34588539585076e-16,7.22081760778468e-13
"ENST00000526094.5",70.6925752777756,23.9521362192971,2.98079313996468,8.03549092292293,9.32049606782665e-16,7.99628071472795e-13
"ENST00000675624.1",51.7271057872187,-24.0390819928255,2.99325132276931,-8.03109375078631,9.66074927683647e-16,8.21912396600054e-13
"ENST00000704058.1",51.0875518528759,-24.0108363309728,2.99324811647698,-8.02166589491861,1.04320568160472e-15,8.80198327703066e-13
"ENST00000370300.8",47.2411336716265,23.9046037577806,2.98098845582432,8.01901923205215,1.06592818239725e-15,8.91998409225268e-13
"ENST00000418061.2",46.8717497690245,23.8959163207057,2.98099385383444,8.01609043573454,1.09164143251381e-15,9.06089014387257e-13
"ENST00000295956.9",29.190456256448,-21.6661625617141,2.7046300409979,-8.01076754797865,1.13994732413579e-15,9.31045137303962e-13
"ENST00000510300.5",47.1553194571579,23.8802182377933,2.98098244037323,8.01085505045893,1.1391364576872e-15,9.31045137303962e-13
"ENST00000511480.5",46.2204467450089,23.8757401154172,2.98100233370011,8.00929937071937,1.15363771755751e-15,9.34748694433322e-13
"ENST00000328046.8",61.3701281586034,23.8353118988912,2.98085360807506,7.99613635313119,1.28384201587358e-15,1.0320573458786e-12
"ENST00000614259.2",74.4801713445708,23.8227205089739,2.98077409432995,7.99212545301226,1.32631968243482e-15,1.05787465108452e-12
"ENST00000679814.1",74.1584150907921,23.8162093888059,2.98077505727964,7.98993849959996,1.35006085985939e-15,1.06846328190407e-12
"ENST00000543770.5",48.3692075837245,23.8055861690296,2.98097485840061,7.98583929748474,1.39569411984734e-15,1.09608153675057e-12
"ENST00000482862.2",43.5918631596688,23.7932306590559,2.98103825767934,7.98152475828281,1.44536579589984e-15,1.12642542138017e-12
"ENST00000551156.5",103.380302238246,23.6854760776557,2.96790644327289,7.98053325816305,1.45702434087171e-15,1.12690898509558e-12
"ENST00000652721.1",43.1558020721258,23.7810099883597,2.98104496629223,7.97740733778264,1.49439013942207e-15,1.14711859025577e-12
"ENST00000352993.7",68.0460584145614,23.7640558391351,2.98080902875414,7.97235099930825,1.55683884126774e-15,1.1861369240414e-12
"ENST00000357232.10",45.4976223692888,-23.8513500580379,2.99329653702298,-7.96825498677777,1.60930549481409e-15,1.21653670348011e-12
"ENST00000328300.11",108.667071382711,-23.8466846751964,2.99303495420564,-7.96739264327281,1.6205713582057e-15,1.21653670348011e-12
"ENST00000370161.6",45.4936521060362,23.7210832516461,2.98101165797417,7.95739365466501,1.75701021693876e-15,1.30224196893472e-12
"ENST00000557934.5",41.4505674700004,23.7190185974542,2.98106755230884,7.9565518664895,1.7689999685966e-15,1.30224196893472e-12
"ENST00000566267.1",29.9414289687057,23.257220242961,2.92313044588428,7.95627176874941,1.77300729415264e-15,1.30224196893472e-12
"ENST00000434032.6",58.5799786898512,23.7126652863069,2.98087512355551,7.95493413961703,1.79226823483919e-15,1.30698600642455e-12
"ENST00000704483.1",40.9045405196574,23.7018072605703,2.98107960695434,7.95074616768975,1.85391457525774e-15,1.31940723525563e-12
"ENST00000310397.13",72.5735361561559,-23.7974995607136,2.99312872673325,-7.95071035474193,1.85445063981843e-15,1.31940723525563e-12
"ENST00000691899.1",40.7714359707232,23.7004141474283,2.98108145788891,7.95027391308256,1.86099577715231e-15,1.31940723525563e-12
"ENST00000707024.1",41.0148807594848,23.7080221282604,2.98107557648862,7.95284169084563,1.82281213377647e-15,1.31940723525563e-12
"ENST00000677610.1",40.0381245554038,23.6758015795239,2.9810947999921,7.9419821132782,1.98975638195912e-15,1.40096688485071e-12
"ENST00000675051.1",39.9376969480645,23.6728758121765,2.98109482724012,7.94100060013612,2.005567054255e-15,1.40242710458942e-12
"ENST00000262173.7",39.2390797547026,23.6514419041053,2.98110925273492,7.93377226359855,2.12587771854925e-15,1.47644376816224e-12
"ENST00000374749.8",39.2544653915336,23.645489918758,2.98110828724127,7.93177826513631,2.16029901668815e-15,1.49021221291043e-12
"ENST00000444983.6",42.8177600171759,23.6422112615559,2.98104779069747,7.93083939658155,2.17669567638166e-15,1.49144558180425e-12
"ENST00000375750.9",46.0749804164639,23.6350388483707,2.98100326139858,7.92855182495907,2.21716131249601e-15,1.50904433251103e-12
"ENST00000620829.4",70.490432031319,23.062321464625,2.91111469361791,7.92216174621528,2.33416397677305e-15,1.57815763497146e-12
"ENST00000598840.5",54.889630410262,23.6110518966905,2.98090580692005,7.9207641656702,2.36055291579853e-15,1.58549953179355e-12
"ENST00000555002.6",45.1071828141923,23.6050499493054,2.981017749308,7.91845333855694,2.40483157819902e-15,1.60468281250374e-12
"ENST00000557370.3",45.3763369199903,23.5982092117981,2.9810126430929,7.9161721324718,2.44934462037898e-15,1.62377233979449e-12
"ENST00000551828.5",18.4009308199265,22.585718903621,2.85422215384706,7.91309074284174,2.51076211392637e-15,1.65374991288442e-12
"ENST00000645095.1",45.0553228638902,23.5832030718791,2.98101812623049,7.91112367427977,2.55075970098899e-15,1.66932506508378e-12
"ENST00000531904.7",39.8800804432256,-23.6780080915335,2.99335999758628,-7.91017722914268,2.57022726666327e-15,1.67135167092645e-12
"ENST00000650735.1",24.7992773722645,22.9017324452677,2.90339198970102,7.88792299713758,3.07257242571898e-15,1.98536795353752e-12
"ENST00000692314.1",35.3525183747022,23.5017251547257,2.98118647636731,7.88334622507865,3.18728341064922e-15,2.04653663675101e-12
"ENST00000683954.1",43.6362794568743,23.4901375750984,2.98103690846367,7.87985466010364,3.27762097533277e-15,2.09138848896655e-12
"ENST00000327284.12",34.4028399682579,23.4615354862833,2.98120769990433,7.86980910019661,3.55182809623835e-15,2.25131485490247e-12
"ENST00000397519.6",36.3285526732514,-23.5531128956952,2.99341144369112,-7.86831791711611,3.59441216683909e-15,2.25131485490247e-12
"ENST00000377051.2",34.250969540936,23.4579382182599,2.98121178064367,7.86859168159972,3.58655671591069e-15,2.25131485490247e-12
"ENST00000538860.1",34.0683133533155,23.4414545169802,2.98119806902715,7.86309865168733,3.74745646220497e-15,2.33286019875544e-12
"ENST00000589228.6",79.3020958714425,23.0585405640677,2.93307805283726,7.86155027199579,3.79408100955999e-15,2.34757037884247e-12
"ENST00000271643.9",35.6480293958996,-23.5255388957471,2.99342140762817,-7.85908019358607,3.86964445274066e-15,2.37990127176899e-12
"ENST00000613595.4",72.588164937986,23.2043548174267,2.953605442666,7.85628116817182,3.95706263710009e-15,2.4190921904758e-12
"ENST00000681055.1",32.9825060280574,23.4068061917591,2.98124312465616,7.85135770986768,4.1155726291135e-15,2.5010187882386e-12
"ENST00000700485.1",39.4268431043354,23.4030619570365,2.98110449474963,7.85046683142249,4.14491486631848e-15,2.50394552335534e-12
"ENST00000831487.1",34.0017965765326,-23.4628589356784,2.99344975169309,-7.83806673968984,4.57535833316766e-15,2.73164946378998e-12
"ENST00000696253.1",34.1349976447247,-23.4636418779715,2.99344864457894,-7.83833119050284,4.56573487474952e-15,2.73164946378998e-12
"ENST00000833820.1",33.030775561919,-23.4190187353563,2.9934687684886,-7.82337166229416,5.14269828462375e-15,3.05252032541914e-12
"ENST00000676035.1",30.2790797400199,23.2861730239903,2.98131723595135,7.81069949322573,5.68714644982307e-15,3.35617250001033e-12
"ENST00000288135.6",31.9528531825014,-23.3784698361962,2.99348767311712,-7.80977655132688,5.72894615117781e-15,3.36140976673676e-12
"ENST00000695850.1",30.6406612941923,23.2793929008323,2.98130696923565,7.80845217921344,5.78945528412294e-15,3.37750204755408e-12
"ENST00000528746.5",29.9626746849611,23.2719976179252,2.98132878529348,7.80591450789427,5.90716153317369e-15,3.42564282105268e-12
"ENST00000526893.6",31.6137647384826,-23.3649411131964,2.99349621890471,-7.80523488409331,5.93908279045893e-15,3.42564282105268e-12
"ENST00000684414.1",43.8576987840299,23.2406292875907,2.9810333212972,7.79616555157373,6.38166528664264e-15,3.66024356241128e-12
"ENST00000678449.1",30.8535696431566,-23.330935642761,2.99351079736908,-7.79383714375306,6.50043188780046e-15,3.70753403754867e-12
"ENST00000635841.2",30.5773554286867,-23.3164250911704,2.9935170049556,-7.78897365626165,6.75556887440381e-15,3.83164607274727e-12
"ENST00000696735.1",28.849189764428,23.2169707624296,2.98136314367381,7.78736760454488,6.84196729425113e-15,3.83800531303286e-12
"ENST00000696327.1",28.8127605040623,23.217153385583,2.98136243462322,7.78743071152876,6.83855198381452e-15,3.83800531303286e-12
"ENST00000436068.2",28.615266564419,23.2090767408557,2.98137239338867,7.78469566308554,6.98812172727865e-15,3.88503513110243e-12
"ENST00000284648.10",30.3555096309188,-23.3029132662681,2.99352223729767,-7.78444635417315,7.00191456929317e-15,3.88503513110243e-12
"ENST00000194097.8",30.0440869636242,-23.2945545338925,2.99352833308666,-7.78163823486289,7.15913454001875e-15,3.92955657308674e-12
"ENST00000398706.6",28.6145098489139,23.2000144486339,2.98137184223788,7.78165746384034,7.15804622948763e-15,3.92955657308674e-12
"ENST00000674870.1",28.404224444988,23.1944178791306,2.98137595706524,7.77976954706591,7.26567807251691e-15,3.96671054255331e-12
"ENST00000690536.1",27.9232508771978,23.1748204907101,2.98139667011309,7.77314227356102,7.65626638601281e-15,4.15366773505574e-12
"ENST00000690916.3",27.9335847802747,23.1731522913015,2.98139235522014,7.77259398640619,7.68949097318655e-15,4.15366773505574e-12
"ENST00000679686.1",27.1990189079577,23.1355854346772,2.98142307824903,7.75991358068663,8.4987276491165e-15,4.55679293953399e-12
"ENST00000264376.5",28.5292956675596,-23.2247688279191,2.9935712432753,-7.75821483456949,8.61331573915261e-15,4.55679293953399e-12
"ENST00000482287.5",27.1999263297313,23.1303769727885,2.98141018824016,7.75820015106397,8.61431280626546e-15,4.55679293953399e-12
"ENST00000595661.5",20.5520901123147,-22.7777662511415,2.93581757165738,-7.75857685131387,8.58876928219049e-15,4.55679293953399e-12
"ENST00000603474.3",26.7237184772247,23.101833912903,2.9814273981468,7.7485817455299,9.29245419993759e-15,4.89017797234138e-12
"ENST00000359373.9",27.8018935345674,-23.1863109400065,2.9935833309869,-7.74533673407468,9.53288710847447e-15,4.99097971059223e-12
"ENST00000375614.7",26.315606143946,23.0884608941839,2.98145515706616,7.74402420223004,9.6318662837033e-15,5.01707206378633e-12
"ENST00000491737.5",25.5077297034916,23.0463431726052,2.98149018203409,7.72980682997992,1.077098989399e-14,5.58194249364022e-12
"ENST00000352241.9",25.8130398966347,-23.087191160614,2.98743066708451,-7.72810944702031,1.0915548177082e-14,5.624222089748e-12
"ENST00000424777.6",21.8964802476447,-22.8602927572508,2.95851357585075,-7.72695212347543,1.10152049838305e-14,5.624222089748e-12
"ENST00000381568.9",25.3948897868165,23.0377627767594,2.98149299406926,7.72692165387805,1.10178407721352e-14,5.624222089748e-12
"ENST00000684170.1",25.2071035585794,23.0257905568771,2.98149997414407,7.72288806190156,1.1372303986996e-14,5.77628174599196e-12
"ENST00000644374.1",24.8695631987662,23.0066943948693,2.98151807081353,7.71643634163578,1.19627281566494e-14,6.04609309750897e-12
"ENST00000407004.8",25.8335759968646,-23.0883778663529,2.9936400028852,-7.71247639799739,1.23399504022668e-14,6.20602244541194e-12
"ENST00000737500.1",24.1357064773737,22.9627186992508,2.98154893006791,7.70160719741326,1.3436538609273e-14,6.7243947854731e-12
"ENST00000699298.1",24.0199212357011,22.9574794536675,2.98155582467182,7.69983216939916,1.36245057342173e-14,6.78520323865094e-12
"ENST00000511725.5",23.6878392887184,22.9359807396628,2.98155702789845,7.69261849599073,1.44153866611185e-14,7.14422364268726e-12
"ENST00000236938.12",24.4275679192786,-23.0140936690843,2.99368612509257,-7.68754395331696,1.49986327509392e-14,7.39736914706102e-12
"ENST00000695906.1",36.3793503360766,-23.0052830680606,2.99341009558383,-7.68530950770836,1.52627550713176e-14,7.49144448796165e-12
"ENST00000487990.5",23.0006584150374,22.9018748827411,2.9816065283048,7.68105203196013,1.57787370998835e-14,7.70764883606892e-12
"ENST00000581697.5",19.7742197187195,-22.7270717320262,2.95974895119906,-7.67871603529716,1.606909882588e-14,7.81210717347887e-12
"ENST00000697906.1",22.7597216511908,22.8870290899692,2.98162052696173,7.67603686753898,1.640859205105e-14,7.9018980578672e-12
"ENST00000679972.1",38.261553174678,22.88372405283,2.98112758684405,7.67619747434418,1.63880432707009e-14,7.9018980578672e-12
"ENST00000648810.1",22.6008885424905,22.8780122871154,2.9816276348308,7.67299444768316,1.68026765248575e-14,8.01605446005735e-12
"ENST00000412622.5",19.9661487046325,-22.7384195032752,2.96326130447624,-7.67344394128424,1.67438727844411e-14,8.01605446005735e-12
"ENST00000409659.6",23.566013880516,-22.9638041394554,2.99371643722765,-7.67066775393099,1.71103226389963e-14,8.1248566008514e-12
"ENST00000407218.5",22.5654493312536,22.8680561076746,2.98162537329856,7.66966108903742,1.72451397516919e-14,8.15096320680315e-12
"ENST00000327397.8",22.444489871831,22.8635118812036,2.98163259678097,7.66811843480902,1.74537692914819e-14,8.2115560750012e-12
"ENST00000643448.1",21.0017325238363,-22.8021872052723,2.97443677893399,-7.66605206295371,1.77371217498041e-14,8.30658702203099e-12
"ENST00000559233.5",31.3427075343945,22.8434178821248,2.98128658587203,7.66226836104154,1.82677419328515e-14,8.51602090023108e-12
"ENST00000540725.7",47.219548871597,22.8270195983482,2.98098648683858,7.65753877085063,1.89530140666062e-14,8.79531847773647e-12
"ENST00000695386.1",19.3025389938095,-22.6927877607594,2.96471189883057,-7.65429779861935,1.94371381391618e-14,8.93871956775427e-12
"ENST00000590469.6",17.7656039830035,-22.5817391299767,2.95003610024329,-7.65473314991448,1.93714065298667e-14,8.93871956775427e-12
"ENST00000715899.1",21.2890259588715,22.7931744801572,2.98170634015442,7.64433914004313,2.1002118485983e-14,9.6151088905357e-12
"ENST00000542321.6",22.463208054059,-22.880349918044,2.99375884297985,-7.64268303430542,2.12741259860866e-14,9.69615778704257e-12
"ENST00000699090.1",20.8450061316685,-22.7960197553193,2.98404864538745,-7.63929227177844,2.18418987105998e-14,9.91068873360561e-12
"ENST00000522695.5",21.0177766498459,22.7741191624583,2.98172149469958,7.63790957771962,2.20776815901002e-14,9.97334843618626e-12
"ENST00000656684.1",20.9294789589454,22.7720508939243,2.9817287273426,7.63719740333971,2.22000996749925e-14,9.98447037937891e-12
"ENST00000592619.5",20.9196038210747,22.7665515164409,2.9817166505441,7.63538396993102,2.2514839746798e-14,1.00816119924116e-11
"ENST00000371893.6",20.8623938732471,22.7646450564656,2.98173131007298,7.63470705075315,2.26334476079993e-14,1.00904653565217e-11
"ENST00000572638.1",20.7630418368355,22.758696708277,2.98173838500194,7.63269400922382,2.29898105098824e-14,1.01606005384651e-11
"ENST00000693214.2",21.7546038640443,-22.851893460486,2.99378899078022,-7.63310090686467,2.29173363550736e-14,1.01606005384651e-11
"ENST00000524898.2",20.6283703508463,22.7505321690673,2.98174372772405,7.62994215684414,2.34859065500894e-14,1.0335114902665e-11
"ENST00000361200.7",21.4180065613601,-22.8329428659876,2.99380345827823,-7.62673408063969,2.40775533200763e-14,1.05499985026032e-11
"ENST00000676624.1",20.2377675195567,22.7231585742693,2.98177366959875,7.62068523374114,2.5233257726568e-14,1.09201860811627e-11
"ENST00000661013.1",20.2815014378041,22.7245461214716,2.98176997364689,7.62116002317846,2.51406038437023e-14,1.09201860811627e-11
"ENST00000517675.2",20.2502360317327,22.7219604146379,2.98177274616272,7.62028576586833,2.53114729154468e-14,1.09201860811627e-11
"ENST00000647107.2",20.2147209349128,22.7213719326131,2.98177285864059,7.62008811864091,2.53502600691092e-14,1.09201860811627e-11
"ENST00000528782.5",21.5647994715038,22.7007540810317,2.9816665909944,7.61344482632475,2.66885284544272e-14,1.14483694768817e-11
"ENST00000424945.5",41.947870547783,22.6885795859907,2.98105949286962,7.61091136901475,2.7216983357459e-14,1.16262070372932e-11
"ENST00000695528.1",19.7477201966094,22.6874060889364,2.9818071875401,7.60860936405912,2.77060758670103e-14,1.17858183478778e-11
"ENST00000654834.1",19.7148036433816,22.6831575771255,2.9818098679583,7.60717771474044,2.80145984353681e-14,1.18185718928183e-11
"ENST00000844453.1",19.7068210133436,22.6834862679604,2.98180617798524,7.60729736071823,2.79886856752299e-14,1.18185718928183e-11
"ENST00000554439.5",35.6803694282183,21.6029238670524,2.84012513905544,7.606328175468,2.8199270284101e-14,1.18475230498548e-11
"ENST00000698610.1",19.5894174028179,22.6768717101062,2.98181951424746,7.60504504104075,2.8480468666208e-14,1.18778512959313e-11
"ENST00000505213.5",19.619988561735,22.676519216424,2.9818152988296,7.6049375778992,2.85041439423188e-14,1.18778512959313e-11
"ENST00000543264.7",20.4624320136452,-22.7657118526688,2.99384913040899,-7.60416135249901,2.86757304998353e-14,1.19007778614621e-11
"ENST00000409322.5",20.9088445882897,22.6567943566996,2.98171614090157,7.59857521173995,2.99408826280594e-14,1.23755244135485e-11
"ENST00000519664.1",19.8068954800816,-22.7285747462069,2.9938807422092,-7.59167672438263,3.1579208794719e-14,1.30000651753196e-11
"ENST00000435555.6",18.9906126070982,22.6300205404984,2.9818522988548,7.58924932304314,3.21764110023083e-14,1.31927161785488e-11
"ENST00000696767.1",18.7092326103597,22.6148586459546,2.98188412550799,7.58408365117204,3.34845082879397e-14,1.36741356185625e-11
"ENST00000611026.1",18.4474935817299,22.5928322191506,2.98190314732186,7.57664857070959,3.54595589017004e-14,1.44229989918378e-11
"ENST00000579368.3",21.1055574019334,-22.6495157848501,2.99382163190635,-7.56541924323921,3.86615643820092e-14,1.56629963986209e-11
"ENST00000634602.1",17.933116557385,22.5495730926778,2.98191895114247,7.56210127174593,3.96609391085503e-14,1.60043646498388e-11
"ENST00000744880.1",17.8316456340286,22.5463259373114,2.9819535319585,7.56092464073487,4.00214075705177e-14,1.60651862973642e-11
"ENST00000356143.5",19.0324125649786,22.5436357531535,2.98186111411924,7.56025679613595,4.02274372660133e-14,1.60651862973642e-11
"ENST00000688972.1",17.7733845649776,22.5438752158635,2.98196453985308,7.56007488170004,4.02837382790713e-14,1.60651862973642e-11
"ENST00000293371.11",23.6678161384805,-22.2603179277015,2.94619822423346,-7.55560767928069,4.16908741936698e-14,1.65616592181102e-11
"ENST00000612781.2",18.0852779350803,-22.6056409603444,2.99398217203871,-7.5503592411011,4.34059290374364e-14,1.70784455102606e-11
"ENST00000167586.7",23.8181572554396,-22.2830044923592,2.95135366026973,-7.55009634810173,4.34936365144306e-14,1.70784455102606e-11
"ENST00000686212.1",17.4105492719374,22.5160228328134,2.98199408952163,7.5506597789486,4.33058753678318e-14,1.70784455102606e-11
"ENST00000584787.5",18.0572473930556,-22.6022046211767,2.99398161420922,-7.54921289893975,4.37896552847609e-14,1.71288018275368e-11
"ENST00000504360.5",17.7782565771489,-22.5812914468022,2.99399824620712,-7.54218592993793,4.6215817035916e-14,1.7980434583195e-11
"ENST00000674134.1",39.0872749684566,21.5983958529087,2.86378901020132,7.54189494266909,4.63190845149059e-14,1.7980434583195e-11
"ENST00000662438.1",19.3826316587736,-22.5743026287235,2.9939033598615,-7.54009061594019,4.69644998826979e-14,1.81619192671374e-11
"ENST00000686363.2",16.909536609628,22.4729452979001,2.98204173997431,7.53609347469889,4.84259519368309e-14,1.86564177776863e-11
"ENST00000345714.8",16.8745765623782,22.4701937599636,2.98204767606026,7.5351557724423,4.87752218621864e-14,1.87203335547977e-11
"ENST00000439274.6",16.8079787362948,22.4644941704155,2.98205239638168,7.53323254738018,4.94993412749458e-14,1.89271020553672e-11
"ENST00000622647.3",16.7503626781933,22.4599327334176,2.98205635486347,7.53169291948069,5.00866401785599e-14,1.90802065513049e-11
"ENST00000258398.8",16.702714795399,22.4582282696047,2.98206318919011,7.5311040862632,5.0313060215582e-14,1.90952091323026e-11
"ENST00000682274.1",16.645117664629,22.4518126145094,2.98207126339346,7.528932286132,5.11569023428997e-14,1.93435615959024e-11
"ENST00000844588.1",16.6678369190494,22.4494089962344,2.98205946377017,7.5281560508696,5.14618676918167e-14,1.93870718016998e-11
"ENST00000688332.1",16.3397328793043,22.4232045292896,2.9821004804388,7.51926525493538,5.50849259170526e-14,2.06756814031237e-11
"ENST00000397103.5",16.2040829726321,22.4121013675029,2.98211450938504,7.51550663026841,5.66909632228582e-14,2.12005513124955e-11
"ENST00000539909.6",16.14552967958,22.4098424812377,2.98211647435677,7.51474420061727,5.70223169097967e-14,2.12466401469776e-11
"ENST00000814196.1",24.7649217137826,21.457064197733,2.85600770591761,7.51295738918149,5.78063476636096e-14,2.14604489164396e-11
"ENST00000494090.6",17.5281009735157,-22.4870128872846,2.99401526791084,-7.51065404652247,5.88326792132808e-14,2.17623359381213e-11
"ENST00000675157.1",15.7776188315414,22.3774446965035,2.98216224878944,7.5037649965515,6.2010434361774e-14,2.28549865534173e-11
"ENST00000676416.1",15.6480805364673,22.3599923167371,2.98217792126477,7.49787333522141,6.48615307743585e-14,2.3780325704771e-11
"ENST00000573765.1",15.5832910714839,22.3592223946609,2.98217596418501,7.49762008117161,6.4986932224845e-14,2.3780325704771e-11
"ENST00000836996.1",15.643052760818,22.3569985082612,2.9821415448929,7.49696088254059,6.53144601699828e-14,2.38148185076216e-11
"ENST00000508445.5",15.5795292969068,22.3530347940491,2.9821590644992,7.49558769689668,6.60019579452022e-14,2.39798501512439e-11
"ENST00000716900.1",15.6628967234535,-22.4096563895525,2.99415754661119,-7.48446133534823,7.1841179797255e-14,2.60087998902168e-11
"ENST00000680317.1",15.1074456234585,22.315788611825,2.9822375132341,7.48290118167837,7.26995473184339e-14,2.62057702844235e-11
"ENST00000742581.1",15.5895927413298,-22.4039404937308,2.99416170021547,-7.4825419389068,7.28986195015944e-14,2.62057702844235e-11
"ENST00000521397.1",15.0440816853303,22.3055400682275,2.98223027901029,7.47948279689187,7.46156780163901e-14,2.67289067218502e-11
"ENST00000453858.3",15.015948010711,22.3030681885153,2.98223021376015,7.47865409102486,7.50876238540013e-14,2.68039188186243e-11
"ENST00000422127.5",17.8468008731458,-22.3865057711035,2.99399341931468,-7.47713927047566,7.59579063715374e-14,2.7020106394388e-11
"ENST00000509165.2",14.9146491670093,-22.3450798483298,2.99422012911796,-7.46273783648373,8.4742856701373e-14,3.00404599625461e-11
"ENST00000688057.1",14.385764063123,22.2454210321916,2.9823338896123,7.45906456338577,8.71389036038507e-14,3.07829483931762e-11
"ENST00000619988.4",14.2956562392723,22.2395983327729,2.98233351533961,7.45711310233539,8.84387840032787e-14,3.10274253444905e-11
"ENST00000742692.1",14.306390278595,22.2398037905237,2.98233834187894,7.45716992543244,8.84006657646055e-14,3.10274253444905e-11
"ENST00000445131.2",14.6358564393376,-22.3216249822854,2.99426020779063,-7.45480467068554,9.00010678895776e-14,3.14673939179817e-11
"ENST00000677910.1",14.5029560957337,-22.3066026024272,2.99426012879556,-7.44978780831578,9.34904757250622e-14,3.25758468880504e-11
"ENST00000799586.1",14.423666460418,22.2155465188438,2.98231531997469,7.4490937863111,9.39835453680132e-14,3.26362656369271e-11
"ENST00000675182.1",14.066767101479,22.2129057495088,2.98237777986496,7.4480523223703,9.47282551516273e-14,3.27833618752376e-11
"ENST00000503781.7",20.8718855507884,-22.1327015959386,2.97479774512104,-7.44006937353587,1.00632438620577e-13,3.46730099624828e-11
"ENST00000693591.1",13.8485005988487,22.1884057925276,2.98240844144788,7.43976092749913,1.00867679065728e-13,3.46730099624828e-11
"ENST00000622668.4",14.0561171091079,-22.2642643541188,2.99430373011654,-7.43553973171994,1.04141858640686e-13,3.56441481337597e-11
"ENST00000578780.2",13.656139858035,22.1750434992558,2.98243122132629,7.43522376666727,1.04391097254407e-13,3.56441481337597e-11
"ENST00000844586.1",14.2209499846702,22.1653458763989,2.98234731389692,7.43218127986452,1.06821262596634e-13,3.63523438742607e-11
"ENST00000611707.4",13.5588172702939,22.1610709349021,2.98244604077841,7.43050188734284,1.08186392243059e-13,3.66945958248192e-11
"ENST00000451838.2",13.392581877583,22.1496814999725,2.98247242514262,7.42661736391857,1.11410044891831e-13,3.76628665998071e-11
"ENST00000676906.1",13.3862029073305,22.1434142550795,2.98246109532288,7.42454420941316,1.13168939963896e-13,3.81312098605084e-11
"ENST00000399759.7",13.213454340373,22.1239893878551,2.98250429506064,7.41792373090458,1.18970572480908e-13,3.99541534746492e-11
"ENST00000674077.2",13.107730752492,22.1196841874375,2.98252047395271,7.41644001461704,1.20310333422908e-13,4.02716159676885e-11
"ENST00000600539.1",14.4799861649402,22.1058723947026,2.98231253965889,7.41232587153022,1.24103348302767e-13,4.1405500451877e-11
"ENST00000531593.2",12.9389910646189,22.0957960811715,2.98254319137937,7.40837421735798,1.27857097851365e-13,4.2518940361366e-11
"ENST00000678522.1",32.7915371609088,22.0649085021405,2.98124847971809,7.40123094477083,1.3492783398451e-13,4.47246342694173e-11
"ENST00000552854.1",12.6757364389932,22.0726550029025,2.98259246085631,7.40049312555606,1.35679694167188e-13,4.48283074971222e-11
"ENST00000769544.1",12.6782395903851,22.0686198099816,2.98257075846024,7.39919405009339,1.37013509904627e-13,4.51229686022357e-11
"ENST00000679560.1",12.9233837470725,-22.1489064966401,2.99443202334054,-7.39669704438012,1.39613575987613e-13,4.58314109752519e-11
"ENST00000479665.6",12.4493901638586,22.0461910051646,2.98263032337848,7.39152647660086,1.45152651946506e-13,4.73452705916123e-11
"ENST00000515319.6",12.5211782054803,22.0471530589667,2.98260055709166,7.39192279923159,1.44720549736904e-13,4.73452705916123e-11
"ENST00000674652.1",12.3303210823486,22.0338553913333,2.98265138097468,7.38733850421802,1.49796899506051e-13,4.87045059276154e-11
"ENST00000325203.9",19.9180648939408,-21.9561152870213,2.97254694647295,-7.38629723344595,1.50974095027557e-13,4.89314231226932e-11
"ENST00000414263.5",30.9449750638838,21.9874434475456,2.98129831267382,7.37512356749899,1.641926916861e-13,5.304722934275e-11
"ENST00000409428.5",11.9919628472252,21.9872604877704,2.98269575134686,7.37160686866635,1.68583540943696e-13,5.42940045601413e-11
"ENST00000674200.2",12.2123056182296,-22.068306445636,2.9945248164603,-7.36955203187195,1.71202337426511e-13,5.49640258958642e-11
"ENST00000541649.2",12.6924863434977,21.9747146528254,2.98258572987605,7.36767243023678,1.73632782409391e-13,5.5569566315116e-11
"ENST00000511648.6",11.7119233440878,21.9575103972878,2.98276788696304,7.36145460505285,1.81916880747044e-13,5.80388753315875e-11
"ENST00000456923.5",11.6318523651389,21.9486351929945,2.98278982672968,7.35842498734109,1.86092779641081e-13,5.91861998501461e-11
"ENST00000643395.1",11.5664731117115,21.9448102496669,2.98280313913786,7.35710981449811,1.87934741306734e-13,5.95864023112683e-11
"ENST00000691319.1",11.5222206419729,21.9404910592171,2.98281157759367,7.35564097445175,1.90013099124432e-13,6.00588462195375e-11
"ENST00000622514.4",11.8708868072459,-22.0088002746108,2.9945715523843,-7.34956566894759,1.98851940809492e-13,6.246581905558e-11
"ENST00000261653.11",11.4955351135473,21.9230998633875,2.98281734411965,7.34979629463631,1.98509149918222e-13,6.246581905558e-11
"ENST00000481787.6",11.3369061293795,21.9120290506718,2.98283745568169,7.34603523532062,2.04172573612978e-13,6.39404618339564e-11
"ENST00000528231.5",30.5794959111831,21.8968833113027,2.98130945629683,7.34472004073722,2.0619022041748e-13,6.43748567984154e-11
"ENST00000698684.1",11.2309070353968,21.8991425795569,2.98287411834967,7.34162479229027,2.11016271231834e-13,6.56807444477795e-11
