UniqueCount	AmbigCount
0	13
0	12
0	13
0	13
0	15
0	13
0	14
0	13
0	21
0	13
0	10
0	13
0	13
0	13
0	11
0	15
0	14
0	14
0	14
0	16
0	15
0	14
0	14
0	15
0	14
0	10
0	11
0	102
0	0
0	408
0	1435
0	1045
0	1409
0	1266
0	1389
0	1487
0	1425
0	1190
0	1313
0	725
0	828
0	1388
0	1457
0	927
0	1534
0	1648
0	1283
0	206
0	915
0	801
0	1086
0	1065
0	399
0	1012
0	1277
0	1133
0	523
0	737
0	937
0	1025
0	500
0	1032
0	1422
0	1408
0	1261
0	1140
0	1138
0	379
0	1383
0	1361
0	1164
0	1094
0	821
0	1359
0	1522
0	1743
0	666
0	1042
0	623
0	230
0	891
0	1162
0	845
0	464
0	685
0	819
0	1170
0	682
0	1258
0	671
0	1295
0	1153
0	274
0	748
0	1355
0	692
0	219
0	884
0	757
0	390
0	1356
0	1298
0	1410
0	1138
0	1364
0	1189
0	837
0	1398
0	1455
0	866
0	200
0	466
0	1018
0	1531
0	971
0	1111
0	1398
0	1273
0	1050
0	1370
0	944
0	662
0	1262
0	1110
0	419
0	1049
0	268
0	316
0	769
0	787
0	1294
0	1063
0	534
0	235
0	173
0	1396
0	1209
0	398
0	755
0	294
0	222
0	392
0	1013
0	733
0	1039
0	1358
0	520
0	1283
0	417
0	767
0	1393
0	621
0	715
0	854
0	1569
0	717
0	1029
0	1274
0	641
0	1389
0	849
0	1239
0	1414
0	1040
0	1262
0	1431
0	1438
0	1092
0	598
0	897
0	837
0	184
0	587
0	119
0	235
0	697
0	476
0	359
0	372
0	969
0	210
0	309
0	795
0	185
0	312
0	559
0	132
0	449
0	446
0	139
0	302
0	344
0	230
0	815
0	137
0	694
0	865
0	642
0	708
0	119
0	358
0	133
0	483
0	484
0	831
0	800
0	306
0	766
0	721
0	176
0	237
0	66
0	111
0	301
0	646
0	343
0	172
0	556
0	193
0	207
0	160
0	669
0	221
0	450
0	460
0	400
0	402
0	807
0	335
0	346
0	204
0	473
0	284
0	489
0	181
0	315
0	219
0	664
0	318
0	360
0	205
0	75
0	814
0	220
0	818
0	690
0	574
0	442
0	226
0	666
0	231
0	793
0	594
0	166
0	263
0	482
0	301
0	209
0	541
0	96
0	641
0	773
0	296
0	185
0	778
0	301
0	86
0	60
0	90
0	702
0	585
0	614
0	243
0	766
0	202
0	258
0	666
0	387
0	334
0	443
0	419
0	372
0	560
0	482
0	206
0	92
0	333
0	656
0	489
0	293
0	426
0	236
0	640
0	530
0	166
0	227
0	411
0	127
0	24
0	18
0	36
0	412
0	27
0	242
0	24
0	5
0	3
0	17
0	14
0	5
0	239
0	6
0	12
12	246
0	925
0	0
0	9
11	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	40
0	4
0	6
0	6
0	0
0	6
0	9
0	6
0	6
0	6
2	12
0	9
0	7
0	9
0	9
0	6
0	0
0	4
0	2
702	13
0	7
0	11
0	9
0	27
0	6
0	6
0	6
0	6
0	6
0	6
0	4
0	32
0	32
0	6
0	6
0	6
0	6
0	6
0	6
0	6
0	4
0	4
0	4
0	4
0	0
0	1
0	1
0	7
0	1
0	1
0	1
0	7
0	1
0	1
0	1
0	1
0	17
0	1
0	4
0	0
17	132
7	84
0	183
0	3
0	12
0	114
0	0
0	0
0	8
0	8
0	12
0	1
0	12
0	8
0	12
0	7
0	12
0	12
0	10
0	10
0	10
0	10
0	8
0	27
0	9
0	12
0	8
0	27
0	8
0	12
0	10
0	12
0	6
0	8
0	12
0	8
0	9
0	8
0	9
0	13
0	13
0	9
0	11
0	10
0	13
0	11
0	11
0	11
0	12
0	27
2	6
0	1383
0	1135
0	389
0	1048
0	1557
0	1161
0	1064
0	849
0	602
0	1449
0	963
0	1111
0	1312
0	1388
0	1000
0	1263
0	1574
0	1636
0	1319
0	1516
0	650
0	1523
0	1286
0	1310
0	1309
0	494
0	1450
0	1463
0	782
0	1509
0	1359
0	572
0	781
0	1340
0	1254
0	1498
0	1333
0	1241
0	578
0	339
0	1366
0	1373
0	596
0	776
0	975
0	1303
0	455
0	778
0	1496
0	1113
0	1046
0	1358
0	1439
0	1301
0	1297
0	615
0	1154
0	1057
0	1306
0	1132
0	1480
0	1437
0	1296
0	1374
0	983
0	1397
0	699
0	694
0	1021
0	888
0	1032
0	1113
0	831
0	1200
0	986
0	1519
0	940
0	1231
1	643
0	807
0	806
0	1010
0	1287
0	1194
0	828
0	1334
0	830
0	1344
0	1237
0	1181
0	493
0	1432
0	1228
0	1320
0	1307
0	1365
0	1347
0	1419
0	726
0	301
0	829
0	1376
0	961
0	1073
0	1490
0	1139
0	1295
0	412
0	927
0	1015
0	1184
0	166
0	1465
0	1313
0	392
0	1058
0	1357
0	701
0	1066
0	1363
0	912
0	1311
0	1049
0	1449
0	937
0	1340
0	1047
0	1435
0	1078
0	711
0	800
0	1007
0	825
0	952
0	914
0	307
0	1304
0	1073
0	444
0	1104
0	922
0	1037
0	1177
0	1193
0	443
0	952
0	791
0	635
0	757
0	702
0	1233
0	664
0	1261
0	463
0	1080
0	704
0	470
0	1477
0	846
0	563
0	1517
0	797
0	591
0	847
0	1407
0	1457
0	1012
0	611
