UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	74
0	0
0	439
0	1502
0	954
0	1529
0	1294
0	1472
0	1605
0	1495
0	1102
0	1316
0	868
0	776
0	1479
0	1522
0	792
0	1620
0	1661
0	1330
0	175
0	906
0	726
0	1127
0	1099
0	356
0	1024
0	1394
0	1227
0	414
0	810
0	827
0	1110
0	317
0	966
0	1507
0	1324
0	1380
0	1085
0	1202
0	327
0	1472
0	1308
0	1049
0	1212
0	721
0	1513
0	1482
0	1793
0	547
0	1162
0	557
0	198
0	1063
0	1169
0	833
0	374
0	557
0	824
0	1213
0	862
0	1318
0	695
0	1401
0	1361
0	256
0	777
0	1417
0	714
0	192
0	746
0	685
0	436
0	1461
0	1197
0	1489
0	1011
0	1462
0	1240
0	722
0	1487
0	1344
0	869
0	170
0	345
0	930
0	1624
0	813
0	1230
0	1480
0	1396
0	1000
0	1465
0	1029
0	623
0	1181
0	1010
0	447
0	1120
0	224
0	272
0	717
0	888
0	1275
0	1087
0	397
0	197
0	129
0	1273
0	1254
0	428
0	712
1	263
0	195
0	284
0	1097
0	868
0	952
0	1467
0	534
0	1256
0	326
0	795
0	1489
0	511
0	533
0	733
0	1635
0	681
0	905
0	1181
0	568
0	1505
0	733
0	1117
0	1497
0	954
0	1170
0	1494
0	1497
0	908
0	571
0	786
0	755
0	175
0	663
0	111
0	192
0	778
0	419
0	250
0	345
0	1077
0	177
0	333
0	906
0	161
0	222
0	557
0	63
0	382
0	383
0	86
0	292
0	256
0	193
0	917
0	94
0	688
0	1010
0	813
0	625
0	85
0	297
0	119
0	518
0	403
0	920
0	937
0	219
0	942
0	841
0	230
0	185
0	77
0	122
0	332
0	646
0	320
0	184
0	439
0	137
0	174
0	215
0	809
0	150
0	387
0	428
0	447
0	214
0	951
0	293
0	427
0	148
0	515
0	303
0	461
0	142
0	304
0	128
0	775
0	141
0	340
0	175
0	54
0	957
0	121
0	750
0	755
0	475
0	392
0	151
0	810
0	227
0	898
0	528
0	135
0	166
0	519
0	318
0	176
0	597
0	94
0	807
0	897
0	217
0	155
0	897
0	149
0	87
0	40
0	62
0	831
0	566
0	447
0	164
0	894
0	147
0	277
0	814
0	239
0	312
0	357
0	349
0	194
0	665
0	523
0	224
0	68
0	312
0	719
0	283
0	124
0	392
0	185
0	610
0	581
0	138
0	255
0	499
0	144
0	9
0	1
0	3
0	40
0	21
0	35
0	5
0	15
0	15
0	2
0	1
0	15
0	34
0	15
0	1
2	34
0	1086
0	0
0	0
